Ano,Orgao,SiglaOrgao,NomeProjeto,Subtitulo,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido,Nome_deputado_padronizado
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 475 - Atencao Basica - Sao Jeronimo,121,100000,beneficiado,475,Pedro Pereira,PSDB,Sao Jeronimo,PEDRO OZORIO PEREIRA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 505 - Atencao Basica - Chuvisca,437,100000,beneficiado,505,Zé Nunes,PT,Chuvisca,ZE NUNES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 614 - Atencao Basica - Charqueadas,236,100000,beneficiado,614,Laura Sito,PT,Charqueadas,LAURA SOARES SITO SILVEIRA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 676 - Atencao Basica - Sao Jeronimo,121,100000,beneficiado,676,Eduardo Loureiro,PDT,Sao Jeronimo,EDUARDO DEBACCO LOUREIRO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 832 - Atencao Basica - Barao do Triunfo,337,100000,beneficiado,832,Edivilson Brum,MDB,Barao do Triunfo,EDIVILSON MEURER BRUM
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1102 - Atencao Basica - Chuvisca,437,100000,beneficiado,1102,Marcus Vinícius,PP,Chuvisca,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1109 - Atencao Basica - Sentinela do Sul,414,100000,beneficiado,1109,Marcus Vinícius,PP,Sentinela do Sul,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 257 - Hospital Regional - Sao Jeronimo,121,100000,beneficiado,257,Kaká D´Ávila,PSDB,Sao Jeronimo,CARLOS HENRIQUE BASTOS D AVILA
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 504 - Hospital Nossa Senhora Aparecida - Camaqua,17,100000,beneficiado,504,Zé Nunes,PT,Camaqua,ZE NUNES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 506 - Hospital Sao Jose - Dom Feliciano,190,100000,beneficiado,506,Zé Nunes,PT,Dom Feliciano,ZE NUNES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 652 - Hospital Regional - Sao Jeronimo,121,100000,beneficiado,652,Sofia Cavedon,PT,Sao Jeronimo,SOFIA CAVEDON NUNES
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 430 - Transporte Sanitario Eletivo - Sertao Santana,416,100000,beneficiado,430,Gerson Burmann,PDT,Sertao Santana,GERSON BURMANN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 1104 - Transporte Sanitario Eletivo - Barao do Triunfo,337,100000,beneficiado,1104,Marcus Vinícius,PP,Barao do Triunfo,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria de Desenvolvimento Social,SEDES,Rede de Proteção À Família - Ep,Ep 1006 - Rede de Protecao a Familia - Minas do Leao,373,100000,beneficiado,1006,Adolfo Brito,PP,Minas do Leao,ADOLFO JOSE BRITO
2024,Secretaria de Turismo,SETUR,Infraestrutura Turística - Ep,Ep 1119 - Infraestrutura - Arambare,336,100000,beneficiado,1119,Marcus Vinícius,PP,Arambare,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,"Secretaria de Inovação, Ciência e Tecnologia",SICT,Desenvolvimento de Condições Propícias Para O Ecossistema de Inovação Gaúcho - Ep,Ep 1201 - Camaqua Summit - Camaqua,17,100000,beneficiado,1201,Marcus Vinícius,PP,Camaqua,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 1122 - Apoio Gestao Municipal - Barra do Ribeiro,9,100000,beneficiado,1122,Marcus Vinícius,PP,Barra do Ribeiro,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 362 - Nucleos de Esporte e Lazer - Butia,176,100000,beneficiado,362,Pepe Vargas,PT,Butia,GILBERTO JOSE SPIER VARGAS
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 57 - Hospital Campina - Campina das Missoes,182,100000,beneficiado,57,Jeferson Fernandes,PT,Campina das Missoes,JEFERSON OLIVEIRA FERNANDES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 58 - Hospital de Caridade Boa Vista - Boa Vista do Burica,173,100000,beneficiado,58,Jeferson Fernandes,PT,Boa Vista do Burica,JEFERSON OLIVEIRA FERNANDES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 146 - Centro de Assistencia Medico Social - Cams - Tuparendi,152,100000,beneficiado,146,Aloísio Classmann,UNIÃO,Tuparendi,ALOISIO TALSO CLASSMANN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 147 - Hospital Dr Osvaldo Teixeira - Tucunduva,150,100000,beneficiado,147,Aloísio Classmann,UNIÃO,Tucunduva,ALOISIO TALSO CLASSMANN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 150 - Hospital de Caridade - Santo Cristo,116,100000,beneficiado,150,Aloísio Classmann,UNIÃO,Santo Cristo,ALOISIO TALSO CLASSMANN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 156 - Hospital de Caridade Boa Vista - Boa Vista do Burica,173,100000,beneficiado,156,Aloísio Classmann,UNIÃO,Boa Vista do Burica,ALOISIO TALSO CLASSMANN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 746 - Hospital Dr Osvaldo Teixeira - Tucunduva,150,100000,beneficiado,746,Patrícia Alba,MDB,Tucunduva,PATRICIA BAZOTTI
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1082 - Hospital Dr Osvaldo Teixeira - Tucunduva,150,100000,beneficiado,1082,Issur Koch,PP,Tucunduva,ISSUR KOCH
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 151 - Transporte Sanitario Eletivo - Independencia,198,100000,beneficiado,151,Aloísio Classmann,UNIÃO,Independencia,ALOISIO TALSO CLASSMANN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 154 - Transporte Sanitario Eletivo - Campina das Missoes,182,100000,beneficiado,154,Aloísio Classmann,UNIÃO,Campina das Missoes,ALOISIO TALSO CLASSMANN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 429 - Transporte Sanitario Eletivo - Nova Candelaria,454,100000,beneficiado,429,Gerson Burmann,PDT,Nova Candelaria,GERSON BURMANN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 1085 - Transporte Sanitario Eletivo - Doutor Mauricio Cardoso,266,100000,beneficiado,1085,Issur Koch,PP,Doutor Mauricio Cardoso,ISSUR KOCH
2024,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais,Ep 733 - Associacao Beneficiente Espaco Feliz - Santa Rosa,110,100000,beneficiado,733,Patrícia Alba,MDB,Santa Rosa,PATRICIA BAZOTTI
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 145 - Associacao Amor a Vida - Lar do Idoso - Alecrim,163,100000,beneficiado,145,Aloísio Classmann,UNIÃO,Alecrim,ALOISIO TALSO CLASSMANN
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 63 - Associacao dos Pais e Amigos dos Deficientes Auditivos - Santa Rosa,110,100000,beneficiado,63,Jeferson Fernandes,PT,Santa Rosa,JEFERSON OLIVEIRA FERNANDES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 911 - Atencao Basica - Alegrete,2,100000,beneficiado,911,Elizandro Sabino,PTB,Alegrete,ELIZANDRO SILVA DE FREITAS SABINO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 377 - Hospital Sao Patricio - Itaqui,67,100000,beneficiado,377,Airton Lima,PODE,Itaqui,AIRTON LIMA
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 551 - Hospital Auxiliadora - Rosario do Sul,104,100000,beneficiado,551,Luiz Marenco,PDT,Rosario do Sul,LUIS ROGERIO MARENCO FERRÂN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 575 - Fms - Santa Casa - Santana do Livramento,106,100000,beneficiado,575,Rodrigo Lorenzoni,PL,Santana do Livramento,RODRIGO MARQUES LORENZONI
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 937 - Hospital Sao Patricio - Itaqui,67,100000,beneficiado,937,Frederico Antunes,PP,Itaqui,FREDERICO CANTORI ANTUNES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 939 - Fms - Hospital de Caridade - Quarai,98,100000,beneficiado,939,Frederico Antunes,PP,Quarai,FREDERICO CANTORI ANTUNES
2024,Secretaria da Saúde,SES,Rede de Urgência e Emergência - Ep,Ep 1077 - Rede de Urgencia e Emergencia - Sao Borja,117,100000,beneficiado,1077,Guilherme Pasin,PP,Sao Borja,GUILHERME RECH PASIN
2024,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais,Ep 918 - Grupo de Educacao e Beneficiencia - Geb - Rosario do Sul,104,100000,beneficiado,918,Elizandro Sabino,PTB,Rosario do Sul,ELIZANDRO SILVA DE FREITAS SABINO
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 115 - Centro de Equoterapia - Alegrete,2,100000,beneficiado,115,Eliana Bayer,REPUBLICANOS,Alegrete,ELIANA DO NASCIMENTO NARVAIS BAYER
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 33 - Atencao Basica - Sao Francisco de Paula,119,100000,beneficiado,33,Gustavo Victorino,REPUBLICANOS,Sao Francisco de Paula,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 91 - Atencao Basica - Picada Café,388,100000,beneficiado,91,Elton Weber,PSB,Picada Cafe,ELTON ROBERTO WEBER
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 744 - Atencao Basica - Canela,22,100000,beneficiado,744,Patrícia Alba,MDB,Canela,PATRICIA BAZOTTI
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 90 - Fms - Hospital Nova Petropolis - Nova Petropolis,84,100000,beneficiado,90,Elton Weber,PSB,Nova Petropolis,ELTON ROBERTO WEBER
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 488 - Fundacao de Saude Sao Jose - Cambara do Sul,181,100000,beneficiado,488,Pedro Pereira,PSDB,Cambara do Sul,PEDRO OZORIO PEREIRA
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 493 - Fms - Hospital de Canela - Canela,22,100000,beneficiado,493,Gaúcho da Geral,PSD,Canela,JULIANO FRANCZAK
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 456 - Mtg - Capao da Canoa,234,100000,beneficiado,456,Sergio Peres,REPUBLICANOS,Capao da Canoa,SERGIO PERES ALOS
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 25 - Esc Est Ens Med Nossa Senhora Aparecida - Tramandai,145,100000,beneficiado,25,Gustavo Victorino,REPUBLICANOS,Tramandai,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 60 - Atencao Basica - Torres,144,100000,beneficiado,60,Jeferson Fernandes,PT,Torres,JEFERSON OLIVEIRA FERNANDES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 61 - Atencao Basica - Capao da Canoa,234,100000,beneficiado,61,Jeferson Fernandes,PT,Capao da Canoa,JEFERSON OLIVEIRA FERNANDES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 126 - Atencao Basica - Morrinhos do Sul,376,100000,beneficiado,126,Eliana Bayer,REPUBLICANOS,Morrinhos do Sul,ELIANA DO NASCIMENTO NARVAIS BAYER
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 529 - Atencao Basica - Caraa,434,100000,beneficiado,529,Delegada Nadine,PSDB,Caraa,NADINE TAGLIARI FARIAS ANFLOR
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 615 - Atencao Basica - Torres,144,100000,beneficiado,615,Laura Sito,PT,Torres,LAURA SOARES SITO SILVEIRA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 628 - Atencao Basica - Tramandai,145,100000,beneficiado,628,Sofia Cavedon,PT,Tramandai,SOFIA CAVEDON NUNES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 683 - Atencao Basica - Capivari do Sul,433,100000,beneficiado,683,Eduardo Loureiro,PDT,Capivari do Sul,EDUARDO DEBACCO LOUREIRO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 743 - Atencao Basica - Maquine,368,100000,beneficiado,743,Luciano Silveira,MDB,Maquine,LUCIANO DA SILVA SILVEIRA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 757 - Atencao Basica - Tramandai,145,100000,beneficiado,757,Luciano Silveira,MDB,Tramandai,LUCIANO DA SILVA SILVEIRA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 802 - Atencao Basica - Capao da Canoa,234,100000,beneficiado,802,Edivilson Brum,MDB,Capao da Canoa,EDIVILSON MEURER BRUM
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 912 - Atencao Basica - Tramandai,145,100000,beneficiado,912,Elizandro Sabino,PTB,Tramandai,ELIZANDRO SILVA DE FREITAS SABINO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 989 - Atencao Basica - Tres Cachoeiras,322,100000,beneficiado,989,Adolfo Brito,PP,Tres Cachoeiras,ADOLFO JOSE BRITO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1106 - Atencao Basica - Tramandai,145,100000,beneficiado,1106,Marcus Vinícius,PP,Tramandai,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1158 - Atencao Basica - Caraa,434,100000,beneficiado,1158,Sergio Peres,REPUBLICANOS,Caraa,SERGIO PERES ALOS
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1198 - Atencao Basica - Terra de Areia,320,100000,beneficiado,1198,Luciano Silveira,MDB,Terra de Areia,LUCIANO DA SILVA SILVEIRA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 419 - Atencao Basica - Cidreira,262,100000,beneficiado,419,Professor Bonatto,PSDB,Cidreira,VALDIR BONATTO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 165 - Hospital Sao Jose - Palmares do Sul,240,100000,beneficiado,165,Adão Pretto Filho,PT,Palmares do Sul,ADAO PRETTO FILHO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 513 - Hospital Sao Jose - Palmares do Sul,240,100000,beneficiado,513,Zé Nunes,PT,Palmares do Sul,ZE NUNES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 747 - Hospital Sao Vicente de Paulo - Osorio,87,100000,beneficiado,747,Luciano Silveira,MDB,Osorio,LUCIANO DA SILVA SILVEIRA
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 427 - Transporte Sanitario Eletivo - Capao da Canoa,234,100000,beneficiado,427,Gerson Burmann,PDT,Capao da Canoa,GERSON BURMANN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 755 - Transporte Sanitario Eletivo - Palmares do Sul,240,100000,beneficiado,755,Luciano Silveira,MDB,Palmares do Sul,LUCIANO DA SILVA SILVEIRA
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 756 - Transporte Sanitario Eletivo - Caraa,434,100000,beneficiado,756,Luciano Silveira,MDB,Caraa,LUCIANO DA SILVA SILVEIRA
2024,Secretaria de Desenvolvimento Social,SEDES,Rede de Proteção À Família - Ep,Ep 1199 - Rede de Protecao a Familia - Mampituba,450,100000,beneficiado,1199,Luciano Silveira,MDB,Mampituba,LUCIANO DA SILVA SILVEIRA
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 244 - Associacao dos Surfistas de Torres - Torres,144,100000,beneficiado,244,Capitão Martim,REPUBLICANOS,Torres,MARTIM TODESCO ADREANI
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1197 - Associacao Zona Nova Futebol Clube - Capao da Canoa,234,100000,beneficiado,1197,Luciano Silveira,MDB,Capao da Canoa,LUCIANO DA SILVA SILVEIRA
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep - 79 - Cooperativa Mista Agricultores Familiares - Itati,481,100000,beneficiado,79,Miguel Rossetto,PT,Itati,MIGUEL SOLDATELLI ROSSETTO
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 82 - Cooperativa Mista Agricultores Familiares - Itati,481,100000,beneficiado,82,Miguel Rossetto,PT,Itati,MIGUEL SOLDATELLI ROSSETTO
2024,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,Projetos de Irrigação,Ep 954 - Projetos de Irrigacao - Frederico Westphalen,49,100000,beneficiado,954,Silvana Covatti,PP,Frederico Westphalen,SILVANA MARIA FRANCISCATTO COVATTI
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 157 - Atencao Basica - Trindade do Sul,324,100000,beneficiado,157,Adão Pretto Filho,PT,Trindade do Sul,ADAO PRETTO FILHO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 164 - Atencao Basica - Cristal do Sul,438,100000,beneficiado,164,Adão Pretto Filho,PT,Cristal do Sul,ADAO PRETTO FILHO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 309 - Atencao Basica - Pinhal,299,100000,beneficiado,309,Dirceu Franciscon,UNIÃO,Pinhal,DIRCEU FRANCISCON
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 826 - Atencao Basica - Seberi,134,100000,beneficiado,826,Edivilson Brum,MDB,Seberi,EDIVILSON MEURER BRUM
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 872 - Atencao Basica - Vista Alegre,330,100000,beneficiado,872,Adão Pretto Filho,PT,Vista Alegre,ADAO PRETTO FILHO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 158 - Hospital Comunitario - Nonoai,82,100000,beneficiado,158,Adão Pretto Filho,PT,Nonoai,ADAO PRETTO FILHO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 340 - Hospital Divina Providencia - Frederico Westphalen,49,100000,beneficiado,340,Luciana Genro,PSOL,Frederico Westphalen,LUCIANA KREBS GENRO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 823 - Hospital Divina Providencia - Frederico Westphalen,49,100000,beneficiado,823,Edivilson Brum,MDB,Frederico Westphalen,EDIVILSON MEURER BRUM
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 952 - Hospital Sao Roque - Caicara,180,100000,beneficiado,952,Silvana Covatti,PP,Caicara,SILVANA MARIA FRANCISCATTO COVATTI
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1182 - Hospital Comunitario - Nonoai,82,100000,beneficiado,1182,Edivilson Brum,MDB,Nonoai,EDIVILSON MEURER BRUM
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 428 - Transporte Sanitario Eletivo - Seberi,134,100000,beneficiado,428,Gerson Burmann,PDT,Seberi,GERSON BURMANN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 432 - Transporte Sanitario Eletivo - Trindade do Sul,324,100000,beneficiado,432,Gerson Burmann,PDT,Trindade do Sul,GERSON BURMANN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 564 - Transporte Sanitario Eletivo - Frederico Westphalen,49,100000,beneficiado,564,Luiz Marenco,PDT,Frederico Westphalen,LUIS ROGERIO MARENCO FERRÂN
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 799 - Transporte Sanitario Eletivo - Dois Irmaos das Missoes,354,100000,beneficiado,799,Carlos Búrigo,MDB,Dois Irmaos das Missoes,CARLOS BURIGO
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 929 - Transporte Sanitario Eletivo - Novo Tiradentes,385,100000,beneficiado,929,Silvana Covatti,PP,Novo Tiradentes,SILVANA MARIA FRANCISCATTO COVATTI
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 950 - Transporte Sanitario Eletivo - Pinhal,299,100000,beneficiado,950,Silvana Covatti,PP,Pinhal,SILVANA MARIA FRANCISCATTO COVATTI
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 173 - Nucleos de Esporte e Lazer - Palmitinho,209,100000,beneficiado,173,Adão Pretto Filho,PT,Palmitinho,ADAO PRETTO FILHO
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 414 - Nucleos de Esporte e Lazer - Planalto,212,100000,beneficiado,414,Professor Bonatto,PSDB,Planalto,VALDIR BONATTO
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 788 - Nucleos de Esporte e Lazer - Irai,66,100000,beneficiado,788,Rafael Braga,MDB,Irai,RAFAEL BRAGA
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 110 - Agricultura Familiar - Palmitinho,209,100000,beneficiado,110,Elton Weber,PSB,Palmitinho,ELTON ROBERTO WEBER
