Ano,Municipio_corrigido,Orgao,NomeProjeto,Subtitulo,Valor,Deputado,Partido
2024,Dom Pedrito,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 495 - Hospital Sao Luiz - Dom Pedrito,100000,Gaúcho da Geral,PSD
2024,Bage,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 528 - Santa Casa - Bage,100000,Delegada Nadine,PSDB
2024,Acegua,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 552 - Hospital da Colonia Nova - Acegua,100000,Luiz Marenco,PDT
2024,Bage,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 553 - Santa Casa - Bage,100000,Luiz Marenco,PDT
2024,Cacapava do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 674 - Hospital de Caridade Dr Victor Lang - Cacapava do Sul,100000,Airton Artus,PDT
2024,Dom Pedrito,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 782 - Hospital Sao Luiz - Dom Pedrito,100000,Rafael Braga,MDB
2024,Hulha Negra,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 1021 - Transporte Sanitario Eletivo - Hulha Negra,100000,Adriana Lara,PL
2024,Bage,Secretaria de Desenvolvimento Social,Rede de Proteção À Família - Ep,Ep 195 - Rede de Protecao a Familia - Bage,100000,Leonel Radde,PT
2024,Bage,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1026 - Uniao Espirita Bageense - Caminho da Luz - Bage,100000,Adriana Lara,PL
2024,Bage,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1040 - Apae - Bage,100000,Adriana Lara,PL
2024,Santa Maria,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 49 - Royale Escola de Danca e Integracao Social - Santa Maria,100000,Valdeci Oliveira,PT
2024,Santa Maria,Secretaria da Segurança Pública,Manutenção da Área de Saúde da Brigada Militar - Ep,Ep 453 - Hospital da Brigada Militar - Santa Maria,100000,Sergio Peres,REPUBLICANOS
2024,Tupancireta,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 174 - Inst Est Educ Mae de Deus - Tupancireta,100000,Adão Pretto Filho,PT
2024,Santa Maria,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 324 - Inst Est Educ Olavo Bilac - Santa Maria,100000,Luciana Genro,PSOL
2024,Dilermando de Aguiar,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 125 - Atencao Basica - Dilermando de Aguiar,100000,Eliana Bayer,REPUBLICANOS
2024,Ivora,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1014 - Atencao Basica - Ivora,100000,Adolfo Brito,PP
2024,Toropi,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 95 - Atencao Basica - Toropi,100000,Elton Weber,PSB
2024,Tupancireta,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 233 - Hospital de Caridade Brasilina Terra - Tupancireta,100000,Capitão Martim,REPUBLICANOS
2024,Agudo,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1013 - Hospital Agudo - Agudo,100000,Adolfo Brito,PP
2024,Tupancireta,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 473 - Transporte Sanitario Eletivo - Tupancireta,100000,Pedro Pereira,PSDB
2024,Itaara,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 797 - Transporte Sanitario Eletivo - Itaara,100000,Carlos Búrigo,MDB
2024,Formigueiro,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 803 - Transporte Sanitario Eletivo - Formigueiro,100000,Carlos Búrigo,MDB
2024,Sao Martinho da Serra,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 1002 - Transporte Sanitario Eletivo - Sao Martinho da Serra,100000,Dr Thiago Duarte,UNIÃO
2024,Pinhal Grande,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 1011 - Transporte Sanitario Eletivo - Pinhal Grande,100000,Adolfo Brito,PP
2024,Santa Maria,Secretaria da Saúde,Qualificação da Rede de Atenção À Pessoa Com Deficiência - Tea e Pcd - Ep,Ep 796 - Rede de Atencao a Pessoa Com Deficiencia - Santa Maria,100000,Carlos Búrigo,MDB
2024,Santa Maria,Secretaria de Desenvolvimento Social,Gestão da Política de Seguranca Alimentar e Nutricional Sustentável - Ep,Ep 43 - Banco de Alimentos - Santa Maria,100000,Valdeci Oliveira,PT
2024,Santa Maria,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 47 - Associacao de Futebol de Veteranos de Santa Maria - Santa Maria,100000,Valdeci Oliveira,PT
2024,Charqueadas,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 327 - Esc Est Ens Fun Dr Ramiro Fortes Barcelos - Charqueadas,100000,Luciana Genro,PSOL
2024,Arroio dos Ratos,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 184 - Atencao Basica - Arroio dos Ratos,100000,Leonel Radde,PT
2024,Butia,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 186 - Atencao Basica - Butia,100000,Leonel Radde,PT
2024,Sao Jeronimo,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 475 - Atencao Basica - Sao Jeronimo,100000,Pedro Pereira,PSDB
2024,Chuvisca,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 505 - Atencao Basica - Chuvisca,100000,Zé Nunes,PT
2024,Charqueadas,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 614 - Atencao Basica - Charqueadas,100000,Laura Sito,PT
2024,Sao Jeronimo,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 676 - Atencao Basica - Sao Jeronimo,100000,Eduardo Loureiro,PDT
2024,Barao do Triunfo,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 832 - Atencao Basica - Barao do Triunfo,100000,Edivilson Brum,MDB
2024,Chuvisca,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1102 - Atencao Basica - Chuvisca,100000,Marcus Vinícius,PP
2024,Sentinela do Sul,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1109 - Atencao Basica - Sentinela do Sul,100000,Marcus Vinícius,PP
2024,Sao Jeronimo,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 257 - Hospital Regional - Sao Jeronimo,100000,Kaká D´Ávila,PSDB
2024,Camaqua,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 504 - Hospital Nossa Senhora Aparecida - Camaqua,100000,Zé Nunes,PT
2024,Dom Feliciano,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 506 - Hospital Sao Jose - Dom Feliciano,100000,Zé Nunes,PT
2024,Sao Jeronimo,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 652 - Hospital Regional - Sao Jeronimo,100000,Sofia Cavedon,PT
2024,Sertao Santana,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 430 - Transporte Sanitario Eletivo - Sertao Santana,100000,Gerson Burmann,PDT
2024,Barao do Triunfo,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 1104 - Transporte Sanitario Eletivo - Barao do Triunfo,100000,Marcus Vinícius,PP
2024,Minas do Leao,Secretaria de Desenvolvimento Social,Rede de Proteção À Família - Ep,Ep 1006 - Rede de Protecao a Familia - Minas do Leao,100000,Adolfo Brito,PP
2024,Arambare,Secretaria de Turismo,Infraestrutura Turística - Ep,Ep 1119 - Infraestrutura - Arambare,100000,Marcus Vinícius,PP
2024,Camaqua,"Secretaria de Inovação, Ciência e Tecnologia",Desenvolvimento de Condições Propícias Para O Ecossistema de Inovação Gaúcho - Ep,Ep 1201 - Camaqua Summit - Camaqua,100000,Marcus Vinícius,PP
2024,Barra do Ribeiro,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 1122 - Apoio Gestao Municipal - Barra do Ribeiro,100000,Marcus Vinícius,PP
2024,Butia,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 362 - Nucleos de Esporte e Lazer - Butia,100000,Pepe Vargas,PT
2024,Campina das Missoes,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 57 - Hospital Campina - Campina das Missoes,100000,Jeferson Fernandes,PT
2024,Boa Vista do Burica,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 58 - Hospital de Caridade Boa Vista - Boa Vista do Burica,100000,Jeferson Fernandes,PT
2024,Tuparendi,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 146 - Centro de Assistencia Medico Social - Cams - Tuparendi,100000,Aloísio Classmann,UNIÃO
2024,Tucunduva,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 147 - Hospital Dr Osvaldo Teixeira - Tucunduva,100000,Aloísio Classmann,UNIÃO
2024,Santo Cristo,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 150 - Hospital de Caridade - Santo Cristo,100000,Aloísio Classmann,UNIÃO
2024,Boa Vista do Burica,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 156 - Hospital de Caridade Boa Vista - Boa Vista do Burica,100000,Aloísio Classmann,UNIÃO
2024,Tucunduva,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 746 - Hospital Dr Osvaldo Teixeira - Tucunduva,100000,Patrícia Alba,MDB
2024,Tucunduva,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1082 - Hospital Dr Osvaldo Teixeira - Tucunduva,100000,Professor Issur Koch,PP
2024,Independencia,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 151 - Transporte Sanitario Eletivo - Independencia,100000,Aloísio Classmann,UNIÃO
2024,Campina das Missoes,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 154 - Transporte Sanitario Eletivo - Campina das Missoes,100000,Aloísio Classmann,UNIÃO
2024,Nova Candelaria,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 429 - Transporte Sanitario Eletivo - Nova Candelaria,100000,Gerson Burmann,PDT
2024,Doutor Mauricio Cardoso,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 1085 - Transporte Sanitario Eletivo - Doutor Mauricio Cardoso,100000,Professor Issur Koch,PP
2024,Santa Rosa,Secretaria de Desenvolvimento Social,Projetos Socioassistenciais,Ep 733 - Associacao Beneficiente Espaco Feliz - Santa Rosa,100000,Patrícia Alba,MDB
2024,Alecrim,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 145 - Associacao Amor a Vida - Lar do Idoso - Alecrim,100000,Aloísio Classmann,UNIÃO
2024,Santa Rosa,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 63 - Associacao dos Pais e Amigos dos Deficientes Auditivos - Santa Rosa,100000,Jeferson Fernandes,PT
2024,Alegrete,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 911 - Atencao Basica - Alegrete,100000,Elizandro Sabino,PTB
2024,Itaqui,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 377 - Hospital Sao Patricio - Itaqui,100000,Airton Lima,PODE
2024,Rosario do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 551 - Hospital Auxiliadora - Rosario do Sul,100000,Luiz Marenco,PDT
2024,Santana do Livramento,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 575 - Fms - Santa Casa - Santana do Livramento,100000,Rodrigo Lorenzoni,PL
2024,Itaqui,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 937 - Hospital Sao Patricio - Itaqui,100000,Frederico Antunes,PP
2024,Quarai,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 939 - Fms - Hospital de Caridade - Quarai,100000,Frederico Antunes,PP
2024,Sao Borja,Secretaria da Saúde,Rede de Urgência e Emergência - Ep,Ep 1077 - Rede de Urgencia e Emergencia - Sao Borja,100000,Guilherme Pasin,PP
2024,Rosario do Sul,Secretaria de Desenvolvimento Social,Projetos Socioassistenciais,Ep 918 - Grupo de Educacao e Beneficiencia - Geb - Rosario do Sul,100000,Elizandro Sabino,PTB
2024,Alegrete,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 115 - Centro de Equoterapia - Alegrete,100000,Eliana Bayer,REPUBLICANOS
2024,Sao Francisco de Paula,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 33 - Atencao Basica - Sao Francisco de Paula,100000,Gustavo Victorino,REPUBLICANOS
2024,Picada Cafe,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 91 - Atencao Basica - Picada Café,100000,Elton Weber,PSB
2024,Canela,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 744 - Atencao Basica - Canela,100000,Patrícia Alba,MDB
2024,Nova Petropolis,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 90 - Fms - Hospital Nova Petropolis - Nova Petropolis,100000,Elton Weber,PSB
2024,Cambara do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 488 - Fundacao de Saude Sao Jose - Cambara do Sul,100000,Pedro Pereira,PSDB
2024,Canela,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 493 - Fms - Hospital de Canela - Canela,100000,Gaúcho da Geral,PSD
2024,Capao da Canoa,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 456 - Mtg - Capao da Canoa,100000,Sergio Peres,REPUBLICANOS
2024,Tramandai,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 25 - Esc Est Ens Med Nossa Senhora Aparecida - Tramandai,100000,Gustavo Victorino,REPUBLICANOS
2024,Torres,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 60 - Atencao Basica - Torres,100000,Jeferson Fernandes,PT
2024,Capao da Canoa,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 61 - Atencao Basica - Capao da Canoa,100000,Jeferson Fernandes,PT
2024,Morrinhos do Sul,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 126 - Atencao Basica - Morrinhos do Sul,100000,Eliana Bayer,REPUBLICANOS
2024,Caraa,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 529 - Atencao Basica - Caraa,100000,Delegada Nadine,PSDB
2024,Torres,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 615 - Atencao Basica - Torres,100000,Laura Sito,PT
2024,Tramandai,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 628 - Atencao Basica - Tramandai,100000,Sofia Cavedon,PT
2024,Capivari do Sul,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 683 - Atencao Basica - Capivari do Sul,100000,Eduardo Loureiro,PDT
2024,Maquine,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 743 - Atencao Basica - Maquine,100000,Luciano Silveira,MDB
2024,Tramandai,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 757 - Atencao Basica - Tramandai,100000,Luciano Silveira,MDB
2024,Capao da Canoa,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 802 - Atencao Basica - Capao da Canoa,100000,Edivilson Brum,MDB
2024,Tramandai,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 912 - Atencao Basica - Tramandai,100000,Elizandro Sabino,PTB
2024,Tres Cachoeiras,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 989 - Atencao Basica - Tres Cachoeiras,100000,Adolfo Brito,PP
2024,Tramandai,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1106 - Atencao Basica - Tramandai,100000,Marcus Vinícius,PP
2024,Caraa,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1158 - Atencao Basica - Caraa,100000,Sergio Peres,REPUBLICANOS
2024,Terra de Areia,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1198 - Atencao Basica - Terra de Areia,100000,Luciano Silveira,MDB
2024,Cidreira,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 419 - Atencao Basica - Cidreira,100000,Professor Bonatto,PSDB
2024,Palmares do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 165 - Hospital Sao Jose - Palmares do Sul,100000,Adão Pretto Filho,PT
2024,Palmares do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 513 - Hospital Sao Jose - Palmares do Sul,100000,Zé Nunes,PT
2024,Osorio,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 747 - Hospital Sao Vicente de Paulo - Osorio,100000,Luciano Silveira,MDB
2024,Capao da Canoa,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 427 - Transporte Sanitario Eletivo - Capao da Canoa,100000,Gerson Burmann,PDT
2024,Palmares do Sul,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 755 - Transporte Sanitario Eletivo - Palmares do Sul,100000,Luciano Silveira,MDB
2024,Caraa,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 756 - Transporte Sanitario Eletivo - Caraa,100000,Luciano Silveira,MDB
2024,Mampituba,Secretaria de Desenvolvimento Social,Rede de Proteção À Família - Ep,Ep 1199 - Rede de Protecao a Familia - Mampituba,100000,Luciano Silveira,MDB
2024,Torres,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 244 - Associacao dos Surfistas de Torres - Torres,100000,Capitão Martim,REPUBLICANOS
2024,Capao da Canoa,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1197 - Associacao Zona Nova Futebol Clube - Capao da Canoa,100000,Luciano Silveira,MDB
2024,Itati,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep - 79 - Cooperativa Mista Agricultores Familiares - Itati,100000,Miguel Rossetto,PT
2024,Itati,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 82 - Cooperativa Mista Agricultores Familiares - Itati,100000,Miguel Rossetto,PT
2024,Frederico Westphalen,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Projetos de Irrigação,Ep 954 - Projetos de Irrigacao - Frederico Westphalen,100000,Silvana Covatti,PP
2024,Trindade do Sul,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 157 - Atencao Basica - Trindade do Sul,100000,Adão Pretto Filho,PT
2024,Cristal do Sul,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 164 - Atencao Basica - Cristal do Sul,100000,Adão Pretto Filho,PT
2024,Pinhal,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 309 - Atencao Basica - Pinhal,100000,Dirceu Franciscon,UNIÃO
2024,Seberi,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 826 - Atencao Basica - Seberi,100000,Edivilson Brum,MDB
2024,Vista Alegre,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 872 - Atencao Basica - Vista Alegre,100000,Adão Pretto Filho,PT
2024,Nonoai,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 158 - Hospital Comunitario - Nonoai,100000,Adão Pretto Filho,PT
2024,Frederico Westphalen,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 340 - Hospital Divina Providencia - Frederico Westphalen,100000,Luciana Genro,PSOL
2024,Frederico Westphalen,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 823 - Hospital Divina Providencia - Frederico Westphalen,100000,Edivilson Brum,MDB
2024,Caicara,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 952 - Hospital Sao Roque - Caicara,100000,Silvana Covatti,PP
2024,Nonoai,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1182 - Hospital Comunitario - Nonoai,100000,Edivilson Brum,MDB
2024,Seberi,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 428 - Transporte Sanitario Eletivo - Seberi,100000,Gerson Burmann,PDT
2024,Trindade do Sul,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 432 - Transporte Sanitario Eletivo - Trindade do Sul,100000,Gerson Burmann,PDT
2024,Frederico Westphalen,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 564 - Transporte Sanitario Eletivo - Frederico Westphalen,100000,Luiz Marenco,PDT
2024,Dois Irmaos das Missoes,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 799 - Transporte Sanitario Eletivo - Dois Irmaos das Missoes,100000,Carlos Búrigo,MDB
2024,Novo Tiradentes,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 929 - Transporte Sanitario Eletivo - Novo Tiradentes,100000,Silvana Covatti,PP
