,Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido
435,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Santa Rosa,22045,Ep 213 - Atencao Basica - Santa Rosa,EP 213,,,100000,Município beneficiado,213,Sergio Peres,REPUBLICANOS, Santa Rosa
436,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Santa Vitoria do Palmar,22120,Ep 568 - Atencao Basica - Santa Vitoria do Palmar,EP 568,,,100000,Município beneficiado,568,Pedro Pereira,PSDB, Santa Vitoria do Palmar
437,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Santo Antonio da Patrulha,22044,Ep 212 - Atencao Basica - Santo Antonio da Patrulha,EP 212,,,100000,Município beneficiado,212,Sergio Peres,REPUBLICANOS, Santo Antonio da Patrulha
438,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Santo Antonio das Missoes,22110,Ep 534 - Atencao Basica - Santo Antonio das Missoes,EP 534,,,100000,Município beneficiado,534,Jeferson Fernandes,PT, Santo Antonio das Missoes
439,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Sao Leopoldo,22101,Ep 446 - Atencao Basica - Sao Leopoldo,EP 446,,,100000,Município beneficiado,446,Dalciso Oliveira,PSB, Sao Leopoldo
440,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Sao Sebastiao do Cai,22077,Ep 384 - Atencao Basica - Sao Sebastiao do Cai,EP 384,,,100000,Município beneficiado,384,Vilmar Zanchin,MDB, Sao Sebastiao do Cai
441,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Tapes,22109,Ep 524 - Atencao Basica - Tapes,EP 524,,,100000,Município beneficiado,524,Marcus Vinícius,PP, Tapes
442,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Tunas,22048,Ep 217 - Atencao Basica - Tunas,EP 217,,,100000,Município beneficiado,217,Sergio Peres,REPUBLICANOS, Tunas
443,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Venancio Aires,22047,Ep 216 - Atencao Basica - Venancio Aires,EP 216,,,100000,Município beneficiado,216,Sergio Peres,REPUBLICANOS, Venancio Aires
444,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Alecrim,22085,Ep 337 - Hospital de Caridade de Alecrim - Alecrim,EP 337,,,100000,Hospital beneficiado,337,Beto Fantinel,MDB, Alecrim
445,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Alecrim,22131,Ep 528 - Hospital de Caridade de Alecrim - Alecrim,EP 528,,,100000,Hospital beneficiado,528,Jeferson Fernandes,PT, Alecrim
446,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Ametista do Sul,22143,Ep 553 - Hospital Sao Gabriel - Ametista do Sul,EP 553,,,100000,Hospital beneficiado,553,Gilberto Capoani,MDB, Ametista do Sul
447,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Bage,22092,Ep 367 - Santa Casa de Caridade - Bage,EP 367,,,100000,Hospital beneficiado,367,Luiz Marenco,PDT, Bage
448,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Cacapava do Sul,22045,Ep 153 - Hospital de Caridade Dr Victor Lang - Cacapava do Sul,EP 153,,,100000,Hospital beneficiado,153,Valdeci Oliveira,PT, Cacapava do Sul
449,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Cachoeira do Sul,22058,Ep 224 - Hospital de Caridade e Beneficencia - Cachoeira do Sul,EP 224,,,100000,Hospital beneficiado,224,Zilá Breitenbach,PSDB, Cachoeira do Sul
450,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Camaqua,22128,Ep 519 - Hospital Nossa Senhora Aparecida - Camaqua,EP 519,,,100000,Hospital beneficiado,519,Marcus Vinícius,PP, Camaqua
451,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Campina das Missoes,22130,Ep 527 - Hospital Campina - Campina das Missoes,EP 527,,,100000,Hospital beneficiado,527,Jeferson Fernandes,PT, Campina das Missoes
452,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Candelaria,22059,Ep 225 - Hospital Candelaria - Candelaria,EP 225,,,100000,Hospital beneficiado,225,Zilá Breitenbach,PSDB, Candelaria
453,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Canoas,22029,Ep 116 - Hospital Nossa Senhora das Gracas - Canoas,EP 116,,,100000,Hospital beneficiado,116,Juliana Brizola,PDT, Canoas
454,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Carazinho,22040,Ep 141 - Hospital de Caridade - Carazinho,EP 141,,,100000,Hospital beneficiado,141,Eric Lins,DEM, Carazinho
455,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Carlos Barbosa,22095,Ep 381 - Hospital Sao Roque - Carlos Barbosa,EP 381,,,100000,Hospital beneficiado,381,Vilmar Zanchin,MDB, Carlos Barbosa
456,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Caxias do Sul,22073,Ep 290 - Hospital Virvi Ramos - Caxias do Sul,EP 290,,,100000,Hospital beneficiado,290,Pepe Vargas,PT, Caxias do Sul
457,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Caxias do Sul,22103,Ep 433 - Hospital Virvi Ramos - Caxias do Sul,EP 433,,,100000,Hospital beneficiado,433,Carlos Búrigo,MDB, Caxias do Sul
458,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Caxias do Sul,22105,Ep 436 - Hospital Pompeia - Caxias do Sul,EP 436,,,100000,Hospital beneficiado,436,Carlos Búrigo,MDB, Caxias do Sul
459,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Caxias do Sul,22106,Ep 437 - Hospital Geral - Caxias do Sul,EP 437,,,100000,Hospital beneficiado,437,Carlos Búrigo,MDB, Caxias do Sul
460,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Charqueadas,22121,Ep 476 - Assistencia Ambulatorial e Hospitalar - Charqueadas,EP 476,,,100000,Município beneficiado,476,Fran Somensi,REPUBLICANOS, Charqueadas
461,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Cruz Alta,22134,Ep 531 - Hospital Sao Vicente de Paulo - Cruz Alta,EP 531,,,100000,Hospital beneficiado,531,Jeferson Fernandes,PT, Cruz Alta
462,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Dom Pedrito,22004,Ep 7 - Hospital Sao Luiz - Dom Pedrito,EP 7,,,100000,Hospital beneficiado,7,Vilmar Lourenço,PSL, Dom Pedrito
463,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Encantado,22074,Ep 291 - Hospital Santa Teresinha - Encantado,EP 291,,,100000,Hospital beneficiado,291,Pepe Vargas,PT, Encantado
464,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Farroupilha,22117,Ep 467 - Hospital Sao Carlos - Farroupilha,EP 467,,,100000,Hospital beneficiado,467,Fran Somensi,REPUBLICANOS, Farroupilha
465,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Faxinal do Soturno,22044,Ep 152 - Hospital de Caridade Sao Roque - Faxinal do Soturno,EP 152,,,100000,Hospital beneficiado,152,Valdeci Oliveira,PT, Faxinal do Soturno
466,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Garibaldi,22094,Ep 380 - Hospital Sao Pedro - Garibaldi,EP 380,,,100000,Hospital beneficiado,380,Vilmar Zanchin,MDB, Garibaldi
467,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Guaiba,22091,Ep 367 - Hospital Regional Nelson Cornetet - Guaiba,EP 367,,,100000,Hospital beneficiado,367,Luiz Marenco,PDT, Guaiba
468,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Horizontina,22133,Ep 530 - Associacao Beneficente Oswaldo Cruz - Horizontina,EP 530,,,100000,Hospital beneficiado,530,Jeferson Fernandes,PT, Horizontina
469,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Igrejinha,22005,Ep 8 - Hospital Bom Pastor - Igrejinha,EP 8,,,100000,Hospital beneficiado,8,Vilmar Lourenço,PSL, Igrejinha
470,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Ijui,22024,Ep 110 - Hospital Bom Pastor - Ijui,EP 110,,,100000,Hospital beneficiado,110,Ernani Polo,PP, Ijui
471,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Ivoti,22120,Ep 472 - Assistencia Ambulatorial e Hospitalar - Ivoti,EP 472,,,100000,Município beneficiado,472,Fran Somensi,REPUBLICANOS, Ivoti
472,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Julio de Castilhos,22042,Ep 150 - Hospital Bernardina Salles de Barros - Julio de Castilhos,EP 150,,,100000,Hospital beneficiado,150,Valdeci Oliveira,PT, Julio de Castilhos
473,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Lajeado,22084,Ep 329 - Hospital Bruno Born - Lajeado,EP 329,,,100000,Hospital beneficiado,329,Dalciso Oliveira,PSB, Lajeado
474,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Nonoai,22066,Ep 241 - Hospital Comunitario Nonoai - Nonoai,EP 241,,,100000,Hospital beneficiado,241,Airton Lima,PL, Nonoai
475,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Nova Alvorada,22057,Ep 208 - Pronto Atendimento de Urgencia - Nova Alvorada,EP 208,,,100000,Hospital beneficiado,208,Sérgio Turra,PP, Nova Alvorada
476,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Palmeira das Missoes,22027,Ep 114 - Hospital de Caridade - Palmeira das Missoes,EP 114,,,100000,Hospital beneficiado,114,Juliana Brizola,PDT, Palmeira das Missoes
477,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Panambi,22022,Ep 108 - Hospital Panambi - Panambi,EP 108,,,100000,Hospital beneficiado,108,Ernani Polo,PP, Panambi
478,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Panambi,22140,Ep 544 - Hospital Panambi - Panambi,EP 544,,,100000,Hospital beneficiado,544,Vilmar Zanchin,MDB, Panambi
479,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Parobe,22077,Ep 310 - Hospital Sao Francisco de Assis - Parobe,EP 310,,,100000,Hospital beneficiado,310,Sofia Cavedon,PT, Parobe
480,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Parobe,22088,Ep 340 - Hospital Sao Francisco de Assis - Parobe,EP 340,,,100000,Hospital beneficiado,340,Beto Fantinel,MDB, Parobe
481,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Parobe,22099,Ep 394 - Hospital Sao Francisco de Assis - Parobe,EP 394,,,100000,Hospital beneficiado,394,Gilberto Capoani,MDB, Parobe
482,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Pelotas,22028,Ep 115 - Hospital Universitario Sao Francisco de Paula - Pelotas,EP 115,,,100000,Hospital beneficiado,115,Juliana Brizola,PDT, Pelotas
483,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Pinheiro Machado,22069,Ep 281 - Hospital Pinheiro Machado - Pinheiro Machado,EP 281,,,100000,Hospital beneficiado,281,Gaúcho da Geral,PSD, Pinheiro Machado
484,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Piratini,22001,Ep 2 - Hospital de Caridade Nossa Senhora da Conceicao - Piratini,EP 2,,,100000,Hospital beneficiado,2,Vilmar Lourenço,PSL, Piratini
485,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Porto Alegre,22083,Ep 323 - Upa Lomba do Pinheiro - Porto Alegre,EP 323,,,100000,Pronto atendimento beneficiado,323,Edegar Pretto,PT, Porto Alegre
486,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Porto Lucena,22135,Ep 532 - Hospital Sao Jose - Porto Lucena,EP 532,,,100000,Hospital beneficiado,532,Jeferson Fernandes,PT, Porto Lucena
487,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Porto Xavier,22089,Ep 341 - Hospital de Porto Xavier - Porto Xavier,EP 341,,,100000,Hospital beneficiado,341,Beto Fantinel,MDB, Porto Xavier
488,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Porto Xavier,22119,Ep 469 - Assistencia Ambulatorial e Hospitalar - Porto Xavier,EP 469,,,100000,Município beneficiado,469,Fran Somensi,REPUBLICANOS, Porto Xavier
489,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Rio Pardo,22118,Ep 468 - Hospital Regional do Vale do Rio Pardo - Rio Pardo,EP 468,,,100000,Hospital beneficiado,468,Fran Somensi,REPUBLICANOS, Rio Pardo
490,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Rodeio Bonito,22087,Ep 339 - Hospital Sao Jose - Rodeio Bonito,EP 339,,,100000,Hospital beneficiado,339,Beto Fantinel,MDB, Rodeio Bonito
491,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Rolante,22125,Ep 493 - Fundacao Hospitalar de Rolante - Rolante,EP 493,,,100000,Hospital beneficiado,493,Gabriel Souza,MDB, Rolante
492,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Ronda Alta,22081,Ep 320 - Hospital dos Trabalhadores Atra - Ronda Alta,EP 320,,,100000,Hospital beneficiado,320,Edegar Pretto,PT, Ronda Alta
493,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Rosario do Sul,22093,Ep 379 - Hospital de Caridade Nossa Senhora Auxiliadora - Rosario do Sul,EP 379,,,100000,Hospital beneficiado,379,Luiz Marenco,PDT, Rosario do Sul
494,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Santa Maria,22065,Ep 240 - Hospital Casa de Saude - Santa Maria,EP 240,,,100000,Hospital beneficiado,240,Airton Lima,PL, Santa Maria
495,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Santana do Livramento,22082,Ep 321 - Santa Casa de Misericordia - Santana do Livramento,EP 321,,,100000,Hospital beneficiado,321,Edegar Pretto,PT, Santana do Livramento
496,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Santo Cristo,22086,Ep 338 - Hospital de Caridade de Santo Cristo - Santo Cristo,EP 338,,,100000,Hospital beneficiado,338,Beto Fantinel,MDB, Santo Cristo
497,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sao Lourenco do Sul,22070,Ep 282 - Santa Casa de Misericordia - Sao Lourenco do Sul,EP 282,,,100000,Hospital beneficiado,282,Gaúcho da Geral,PSD, Sao Lourenco do Sul
498,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sao Lourenco do Sul,22145,Ep 556 - Santa Casa de Misericordia - Sao Lourenco do Sul,EP 556,,,100000,Hospital beneficiado,556,Zé Nunes,PT, Sao Lourenco do Sul
499,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sao Luiz Gonzaga,22023,Ep 109 - Hospital Sao Luiz Gonzaga - Sao Luiz Gonzaga,EP 109,,,100000,Hospital beneficiado,109,Ernani Polo,PP, Sao Luiz Gonzaga
500,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sao Luiz Gonzaga,22067,Ep 276 - Hospital Sao Luiz Gonzaga - Sao Luiz Gonzaga,EP 276,,,100000,Hospital beneficiado,276,Gaúcho da Geral,PSD, Sao Luiz Gonzaga
501,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sapiranga,22107,Ep 445 - Hospital Sapiranga - Sapiranga,EP 445,,,100000,Hospital beneficiado,445,Dalciso Oliveira,PSB, Sapiranga
502,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sarandi,22080,Ep 319 - Hospital Comunitario Sarandi - Sarandi,EP 319,,,100000,Hospital beneficiado,319,Edegar Pretto,PT, Sarandi
503,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Soledade,22071,Ep 283 - Hospital Frei Clemente - Soledade,EP 283,,,100000,Hospital beneficiado,283,Gaúcho da Geral,PSD, Soledade
504,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Tenente Portela,22063,Ep 232 - Hospital Santo Antonio - Tenente Portela,EP 232,,,100000,Hospital beneficiado,232,Zilá Breitenbach,PSDB, Tenente Portela
505,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Tres Coroas,22003,Ep 6 - Hospital Dr Oswaldo Diesel - Tres Coroas,EP 6,,,100000,Hospital beneficiado,6,Vilmar Lourenço,PSL, Tres Coroas
506,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Tres Coroas,22068,Ep 277 - Hospital Dr Oswaldo Diesel - Tres Coroas,EP 277,,,100000,Hospital beneficiado,277,Gaúcho da Geral,PSD, Tres Coroas
507,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Tres Passos,22064,Ep 233 - Hospital de Caridade - Tres Passos,EP 233,,,100000,Hospital beneficiado,233,Zilá Breitenbach,PSDB, Tres Passos
508,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Tucunduva,22132,Ep 529 - Hospital Dr Osvaldo Teixeira - Tucunduva,EP 529,,,100000,Hospital beneficiado,529,Jeferson Fernandes,PT, Tucunduva
509,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Tuparendi,22136,Ep 533 - Centro de Assistencia Medico Social - Tuparendi,EP 533,,,100000,Hospital beneficiado,533,Jeferson Fernandes,PT, Tuparendi
510,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Barao,22009,Ep 41 - Veiculo - Barao,EP 41,,,100000,Veículo novo,41,Aloísio Classmann,PTB, Barao
511,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Erval Grande,22008,Ep 40 - Veiculo - Erval Grande,EP 40,,,100000,Veículo novo,40,Aloísio Classmann,PTB, Erval Grande
512,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Esperanca do Sul,22005,Ep 37 - Veiculo - Esperanca do Sul,EP 37,,,100000,Veículo novo,37,Aloísio Classmann,PTB, Esperanca do Sul
513,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Feliz,22072,Ep 439 - Veiculo - Feliz,EP 439,,,100000,Veículo novo,439,Carlos Búrigo,MDB, Feliz
514,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Flores da Cunha,22002,Ep 18 - Veiculo - Flores da Cunha,EP 18,,,100000,Veículo novo,18,Sérgio Turra,PP, Flores da Cunha
515,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Getulio Vargas,22003,Ep 20 - Veiculo - Getulio Vargas,EP 20,,,100000,Veículo novo,20,Sérgio Turra,PP, Getulio Vargas
516,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Glorinha,22057,Ep 294 - Veiculo - Glorinha,EP 294,,,100000,Veículo novo,294,Patrícia Alba,MDB, Glorinha
517,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Guarani das Missoes,22010,Ep 42 - Veiculo - Guarani das Missoes,EP 42,,,100000,Veículo novo,42,Aloísio Classmann,PTB, Guarani das Missoes
518,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Irai,22012,Ep 45 - Veiculo - Irai,EP 45,,,100000,Veículo novo,45,Aloísio Classmann,PTB, Irai
519,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Mato Queimado,22011,Ep 43 - Veiculo - Mato Queimado,EP 43,,,100000,Veículo novo,43,Aloísio Classmann,PTB, Mato Queimado
520,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Portao,22061,Ep 355 - Veiculo - Portao,EP 355,,,100000,Veículo novo,355,Neri o Carteiro,SOLIDARIEDADE, Portao
521,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Santana do Livramento,22038,Ep 142 - Veiculo - Santana do Livramento,EP 142,,,100000,Veículo novo,142,Eric Lins,DEM, Santana do Livramento
522,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Sao Pedro da Serra,22007,Ep 39 - Veiculo - Sao Pedro da Serra,EP 39,,,100000,Veículo novo,39,Aloísio Classmann,PTB, Sao Pedro da Serra
523,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Sao Sebastiao do Cai,22062,Ep 356 - Veiculo - Sao Sebastiao do Cai,EP 356,,,100000,Veículo novo,356,Neri o Carteiro,SOLIDARIEDADE, Sao Sebastiao do Cai
524,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Selbach,22001,Ep 15 - Veiculo - Selbach,EP 15,,,100000,Veículo novo,15,Sérgio Turra,PP, Selbach
525,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Tavares,22073,Ep 491 - Veiculo - Tavares,EP 491,,,100000,Veículo novo,491,Gabriel Souza,MDB, Tavares
526,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Tuparendi,22006,Ep 38 - Veiculo - Tuparendi,EP 38,,,100000,Veículo novo,38,Aloísio Classmann,PTB, Tuparendi
527,2022,Secretaria da Segurança Pública,SSP,1203,1010,Emenda Parlamentar 2022 Em Definicao,22009,Ep 364 - Comando Ambiental,EP 364,,,100000,Município beneficiado,364,Ruy Irigaray,PSL, Comando Ambiental
528,2022,Secretaria de Desenvolvimento Rural,SDR,3176,1067,Emenda Parlamentar 2022 de Encruzilhada do Sul,22009,Ep 326 - Agricultura Familiar - Encruzilhada do Sul,EP 326,,,100000,Município beneficiado,326,Edegar Pretto,PT, Encruzilhada do Sul
529,2022,Secretaria de Desenvolvimento Rural,SDR,3176,1067,Emenda Parlamentar 2022 de Joia,22012,Ep 327 - Agricultura Familiar - Joia,EP 327,,,100000,Município beneficiado,327,Edegar Pretto,PT, Joia
530,2022,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,2601,1038,Emenda Parlamentar 2022 de Charqueadas,22005,Ep 220 - Predios Publicos - Charqueadas,EP 220,,,100000,Município beneficiado,220,Sergio Peres,REPUBLICANOS, Charqueadas
531,2022,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,2601,1038,Emenda Parlamentar 2022 de Osorio,22008,Ep 487 - Equipamentos - Osorio,EP 487,,,100000,Município beneficiado,487,Gabriel Souza,MDB, Osorio
532,2022,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,2601,1038,Emenda Parlamentar 2022 de Redentora,22007,Ep 302 - Veiculo - Redentora,EP 302,,,100000,Município beneficiado,302,Patrícia Alba,MDB, Redentora
533,2022,Secretaria de Obras e Habitação,SOP,2201,1076,Emenda Parlamentar 2022 de Sao Pedro do Sul,22001,Ep 148 - Saneamento Pequenas Comunidades - Sao Pedro do Sul,EP 148,,,100000,Município beneficiado,148,Eric Lins,DEM, Sao Pedro do Sul
